views,comments,duration,num_speaker,languages,event,main_speaker,name,speaker_occupation,title,description
293342,24,1007,1,20,TEDGlobal 2011,Paul Snelgrove,Paul Snelgrove: A census of the ocean,Marine biologist,A census of the ocean,Oceanographer Paul Snelgrove shares the results of a ten-year project with one goal: to take a census of all the life in the oceans. He shares amazing photos of some of the surprising finds of the Census of Marine Life.
1778974,109,946,1,26,TEDGlobal 2012,Massimo Banzi,Massimo Banzi: How Arduino is open-sourcing imagination,Physical Computing Guru,How Arduino is open-sourcing imagination,"Massimo Banzi helped invent the Arduino, a tiny, easy-to-use open-source microcontroller that's inspired thousands of people around the world to make the coolest things they can imagine -- from toys to satellite gear. Because, as he says, ""You don't need anyone's permission to make something great."""
1009356,156,1070,1,26,TEDGlobal 2012,Don Tapscott,Don Tapscott: Four principles for the open world,Digital strategist,Four principles for the open world,"The recent generations have been bathed in connecting technology from birth, says futurist Don Tapscott, and as a result the world is transforming into one that is far more open and transparent. In this inspiring talk, he lists the four core principles that show how this open world can be a far better place."
3247799,254,892,1,29,TEDGlobal 2012,Elyn Saks,Elyn Saks: A tale of mental illness -- from the inside,Mental health law scholar,A tale of mental illness -- from the inside,"Is it okay if I totally trash your office? It's a question Elyn Saks once asked her doctor, and it wasn't a joke. A legal scholar, in 2007 Saks came forward with her own story of schizophrenia, controlled by drugs and therapy but ever-present. In this powerful talk, she asks us to see people with mental illness clearly, honestly and compassionately."
2364799,309,625,1,29,TEDGlobal 2012,Boaz Almog,Boaz Almog: The levitating superconductor,Quantum Researcher,The levitating superconductor,"How can a super-thin 3-inch disk levitate something 70,000 times its own weight? In a riveting demonstration, Boaz Almog shows how a phenomenon known as quantum locking allows a superconductor disk to float over a magnetic rail -- completely frictionlessly and with zero energy loss. Experiment: Prof. Guy Deutscher, Mishael Azoulay, Boaz Almog, of the High Tc Superconductivity Group, School of Physics and Astronomy, Tel Aviv University."
1280380,211,386,1,38,TEDGlobal 2012,Alanna Shaikh,Alanna Shaikh: How I'm preparing to get Alzheimer's,Global health and development specialist,How I'm preparing to get Alzheimer's,"When faced with a parent suffering from Alzheimer's, most of us respond with denial (""It won't happen to me"") or extreme efforts at prevention. But global health expert and TED Fellow Alanna Shaikh sees it differently. She's taking three concrete steps to prepare for the moment -- should it arrive -- when she herself gets Alzheimer's disease."
3346345,211,1010,2,33,TEDGlobal 2012,Usman Riaz + Preston Reed,Usman Riaz + Preston Reed: A young guitarist meets his hero,Revolutionary Guitarist,A young guitarist meets his hero,"Usman Riaz is a 21-year-old whiz at the percussive guitar, a style he learned to play by watching his heroes on YouTube. The TED Fellow plays onstage at TEDGlobal 2012 -- followed by a jawdropping solo from the master of percussive guitar, Preston Reed. And watch these two guitarists take on a very spur-of-the-moment improv."
6141140,554,1170,1,30,TEDGlobal 2012,Jane McGonigal,Jane McGonigal: The game that can give you 10 extra years of life,Game Designer,The game that can give you 10 extra years of life,"When game designer Jane McGonigal found herself bedridden and suicidal following a severe concussion, she had a fascinating idea for how to get better. She dove into the scientific research and created the healing game, SuperBetter. In this moving talk, McGonigal explains how a game can boost resilience -- and promises to add 7.5 minutes to your life."
1217317,458,1165,1,27,TEDGlobal 2012,Marc Goodman,Marc Goodman: A vision of crimes in the future,Global Security Futurist,A vision of crimes in the future,"The world is becoming increasingly open, and that has implications both bright and dangerous. Marc Goodman paints a portrait of a grave future, in which technology's rapid development could allow crime to take a turn for the worse."
990712,197,978,1,25,TEDGlobal 2012,Mina Bissell,Mina Bissell: Experiments that point to a new understanding of cancer,Cancer Researcher,Experiments that point to a new understanding of cancer,"For decades, researcher Mina Bissell pursued a revolutionary idea -- that a cancer cell doesn't automatically become a tumor, but rather, depends on surrounding cells (its microenvironment) for cues on how to develop. She shares the two key experiments that proved the prevailing wisdom about cancer growth was wrong."
509747,138,730,1,22,TEDGlobal 2012,Jamie Drummond,Jamie Drummond: Let's crowdsource the world's goals,Anti-poverty activist,Let's crowdsource the world's goals,"In 2000, the UN laid out 8 goals to make the world better by reducing poverty and disease -- with a deadline of 2015. As that deadline approaches, Jamie Drummond of ONE.org runs down the surprising successes of the 8 Millennium Development Goals, and suggests a crowdsourced reboot for the next 15 years."
2623011,140,484,2,26,TEDGlobal 2012,Matt Mills,Matt Mills: Image recognition that triggers augmented reality,Technologist,Image recognition that triggers augmented reality,"Matt Mills and Tamara Roukaerts demonstrate Aurasma, a new augmented reality tool that can seamlessly animate the world as seen through a smartphone. Going beyond previous augmented reality, their ""auras"" can do everything from making a painting talk to overlaying live news onto a printed newspaper."
2468887,277,575,1,36,TEDGlobal 2012,Neil Harbisson,Neil Harbisson: I listen to color,Sonochromatic Cyborg Artist,I listen to color,"Artist Neil Harbisson was born completely color blind, but these days a device attached to his head turns color into audible frequencies. Instead of seeing a world in grayscale, Harbisson can hear a symphony of color -- and yes, even listen to faces and paintings."
721266,203,1003,1,22,TEDGlobal 2012,James Stavridis,James Stavridis: A Navy Admiral's thoughts on global security,Navy Admiral,A Navy Admiral's thoughts on global security,"Imagine global security driven by collaboration -- among agencies, government, the private sector and the public. That's not just the distant hope of open-source fans, it's the vision of James Stavridis, a US Navy Admiral. Stavridis shares vivid moments from recent military history to explain why security of the future should be built with bridges rather than walls."
1619108,227,596,1,34,TEDGlobal 2012,Malte Spitz,Malte Spitz: Your phone company is watching,"Politician, data activist",Your phone company is watching,"What kind of data is your cell phone company collecting? Malte Spitz wasn’t too worried when he asked his operator in Germany to share information stored about him. Multiple unanswered requests and a lawsuit later, Spitz received 35,830 lines of code -- a detailed, nearly minute-by-minute account of half a year of his life."
4039820,404,662,1,26,TEDGlobal 2012,Ramesh Raskar,Ramesh Raskar: Imaging at a trillion frames per second,Femto-photographer,Imaging at a trillion frames per second,"Ramesh Raskar presents femto-photography, a new type of imaging so fast it visualizes the world one trillion frames per second, so detailed it shows light itself in motion. This technology may someday be used to build cameras that can look “around” corners or see inside the body without X-rays."
863507,131,667,1,26,TEDGlobal 2012,Michael Hansmeyer,Michael Hansmeyer: Building unimaginable shapes,Computational architect,Building unimaginable shapes,"Inspired by cell division, Michael Hansmeyer writes algorithms that design outrageously fascinating shapes and forms with millions of facets. No person could draft them by hand, but they're buildable -- and they could revolutionize the way we think of architectural form."
1423930,463,1131,1,29,TEDGlobal 2012,Michael Anti,Michael Anti: Behind the Great Firewall of China,Blogger,Behind the Great Firewall of China,"Michael Anti (aka Jing Zhao) has been blogging from China for 12 years. Despite the control the central government has over the Internet -- ""All the servers are in Beijing"" -- he says that hundreds of millions of microbloggers are in fact creating the first national public sphere in the country's history, and shifting the balance of power in unexpected ways."
2302206,473,1240,1,29,TEDGlobal 2012,Daphne Koller,Daphne Koller: What we're learning from online education,Educator,What we're learning from online education,"Daphne Koller is enticing top universities to put their most intriguing courses online for free -- not just as a service, but as a way to research how people learn. With Coursera (cofounded by Andrew Ng), each keystroke, quiz, peer-to-peer discussion and self-graded assignment builds an unprecedented pool of data on how knowledge is processed."
767285,64,589,1,29,TEDGlobal 2012,Becci Manson,Becci Manson: (Re)touching lives through photos,Photo Retoucher,(Re)touching lives through photos,"In the wake of the 2011 Japanese earthquake and tsunami, mixed into the wreckage were lost and damaged photos of families and loved ones. Photo retoucher Becci Manson, together with local volunteers and a global group of colleagues she recruited online, helped clean and fix them, restoring those memories to their owners."
3167353,466,776,1,35,TEDGlobal 2012,Margaret Heffernan,Margaret Heffernan: Dare to disagree,Management thinker,Dare to disagree,"Most people instinctively avoid conflict, but as Margaret Heffernan shows us, good disagreement is central to progress. She illustrates (sometimes counterintuitively) how the best partners aren’t echo chambers -- and how great research teams, relationships and businesses allow people to deeply disagree."
1065331,231,364,1,34,TEDGlobal 2012,Max Little,Max Little: A test for Parkinson's with a phone call,Applied mathematician,A test for Parkinson's with a phone call,"Parkinson's disease affects 6.3 million people worldwide, causing weakness and tremors, but there's no objective way to detect it early on. Yet. Applied mathematician and TED Fellow Max Little is testing a simple, cheap tool that in trials is able to detect Parkinson's with 99 percent accuracy -- in a 30-second phone call."
1356163,223,582,1,27,TEDGlobal 2012,Kirby Ferguson,Kirby Ferguson: Embrace the remix,Filmmaker and Remixer,Embrace the remix,"Nothing is original, says Kirby Ferguson, creator of Everything is a Remix. From Bob Dylan to Steve Jobs, he says our most celebrated creators borrow, steal and transform."
640604,170,844,1,29,TEDGlobal 2012,Ivan Krastev,Ivan Krastev: Can democracy exist without trust?,Public intellectual,Can democracy exist without trust?,"It seems the more we know about how democracy works -- through government transparency, better media coverage, even new insights about our brains -- the less we trust democracy itself. Yet it's still, arguably, the best system of government available. As Ivan Krastev says, ""What went right is also what went wrong."" Can democracy survive?"
1952381,98,987,1,25,TEDGlobal 2012,Rob Legato,Rob Legato: The art of creating awe,Visual Effects Guru,The art of creating awe,"Rob Legato creates movie effects so good they (sometimes) trump the real thing. In this warm and funny talk, he shares his vision for enhancing reality on-screen in movies like Apollo 13, Titanic and Hugo."
754755,63,749,1,25,TEDGlobal 2012,Robert Neuwirth,Robert Neuwirth: The power of the informal economy,Author,The power of the informal economy,"Robert Neuwirth spent four years among the chaotic stalls of street markets, talking to pushcart hawkers and gray marketers, to study the remarkable ""System D,"" the world's unlicensed economic network. Responsible for some 1.8 billion jobs, it's an economy of underappreciated power and scope."
856136,78,732,1,24,TEDGlobal 2012,Shyam Sankar,Shyam Sankar: The rise of human-computer cooperation,Data Intelligence Agent,The rise of human-computer cooperation,"Brute computing force alone can't solve the world's problems. Data mining innovator Shyam Sankar explains why solving big problems (like catching terrorists or identifying huge hidden trends) is not a question of finding the right algorithm, but rather the right symbiotic relationship between computation and human creativity."
464213,49,956,1,20,TEDGlobal 2012,Antony Gormley,"Antony Gormley: Sculpted space, within and without",Sculptor,"Sculpted space, within and without","Legendary sculptor Antony Gormley riffs on space and the human form. His works explore the interior space we feel within our own bodies -- and the exterior space we feel around us, knowing that we are just dots in space and time."
809361,109,885,1,21,TEDGlobal 2012,Jonathan Trent,Jonathan Trent: Energy from floating algae pods,Scientist and biofuel guru,Energy from floating algae pods,"Call it ""fuel without fossils"": Jonathan Trent is working on a plan to grow new biofuel by farming micro-algae in floating offshore pods that eat wastewater from cities. Hear his team's bold vision for Project OMEGA (Offshore Membrane Enclosures for Growing Algae) and how it might power the future."
933277,96,742,1,28,TEDGlobal 2012,Vikram Patel,Vikram Patel: Mental health for all by involving all,Mental health care advocate,Mental health for all by involving all,"Nearly 450 million people are affected by mental illness worldwide. In wealthy nations, just half receive appropriate care, but in developing countries, close to 90 percent go untreated because psychiatrists are in such short supply. Vikram Patel outlines a highly promising approach -- training members of communities to give mental health interventions, empowering ordinary people to care for others."
1362071,455,865,1,27,TEDGlobal 2012,Leslie T. Chang,Leslie T. Chang: The voices of China's workers,Journalist,The voices of China's workers,"In the ongoing debate about globalization, what's been missing is the voices of workers -- the millions of people who migrate to factories in China and other emerging countries to make goods sold all over the world. Reporter Leslie T. Chang sought out women who work in one of China's booming megacities, and tells their stories."
832831,96,898,1,23,TEDGlobal 2012,Susan Solomon,Susan Solomon: The promise of research with stem cells,Stem cell research advocate,The promise of research with stem cells,"Calling them ""our bodies' own repair kits,"" Susan Solomon advocates research using lab-grown stem cells. By growing individual pluripotent stem cell lines, her team creates testbeds that could accelerate research into curing diseases -- and perhaps lead to individualized treatment, targeted not just to a particular disease but a particular person."
891589,82,918,1,22,TEDGlobal 2012,Wayne McGregor,Wayne McGregor: A choreographer's creative process in real time,Dancer and Choreographer,A choreographer's creative process in real time,"We all use our body on a daily basis, and yet few of us think about our physicality the way Wayne McGregor does. He demonstrates how a choreographer communicates ideas to an audience, working with two dancers to build phrases of dance, live and unscripted, on the TEDGlobal stage."
516355,78,1043,1,21,TEDGlobal 2012,Beth Noveck,Beth Noveck: Demand a more open-source government,Open-government expert,Demand a more open-source government,"What can governments learn from the open-data revolution? In this stirring talk, Beth Noveck, the former deputy CTO at the White House, shares a vision of practical openness -- connecting bureaucracies to citizens, sharing data, creating a truly participatory democracy. Imagine the ""writable society"" ..."
2246203,165,866,1,32,TEDGlobal 2012,Sarah-Jayne Blakemore,Sarah-Jayne Blakemore: The mysterious workings of the adolescent brain,Cognitive Neuroscientist,The mysterious workings of the adolescent brain,"Why do teenagers seem so much more impulsive, so much less self-aware than grown-ups? Cognitive neuroscientist Sarah-Jayne Blakemore compares the prefrontal cortex in adolescents to that of adults, to show us how typically ""teenage"" behavior is caused by the growing and developing brain."
1225395,128,591,1,34,TEDGlobal 2012,Julian Treasure,Julian Treasure: Why architects need to use their ears,Sound consultant,Why architects need to use their ears,"Because of poor acoustics, students in classrooms miss 50 percent of what their teachers say and patients in hospitals have trouble sleeping because they continually feel stressed. Julian Treasure sounds a call to action for designers to pay attention to the “invisible architecture” of sound."
1337967,94,719,1,28,TEDGlobal 2012,Andrew Blum,Andrew Blum: Discover the physical side of the internet,Network author,Discover the physical side of the internet,"When a squirrel chewed through a cable and knocked him offline,  journalist Andrew Blum started wondering what the Internet was really made of. So he set out to go see it -- the underwater cables, secret switches and other physical bits that make up the net."
1239316,169,1186,1,23,TEDGlobal 2012,Rachel Botsman,Rachel Botsman: The currency of the new economy is trust,Trust researcher,The currency of the new economy is trust,"There's been an explosion of collaborative consumption -- web-powered sharing of cars, apartments, skills. Rachel Botsman explores the currency that makes systems like Airbnb and Taskrabbit work: trust, influence, and what she calls ""reputation capital."""
693628,45,803,1,27,TEDGlobal 2012,Read Montague,"Read Montague: What we're learning from 5,000 brains",Behavioral Neuroscientist,"What we're learning from 5,000 brains","Mice, bugs and hamsters are no longer the only way to study the brain. Functional MRI (fMRI) allows scientists to map brain activity in living, breathing, decision-making human beings. Read Montague gives an overview of how this technology is helping us understand the complicated ways in which we interact with each other."
1245095,202,1112,1,24,TEDGlobal 2012,Clay Shirky,Clay Shirky: How the Internet will (one day) transform government,Social Media Theorist,How the Internet will (one day) transform government,"The open-source world has learned to deal with a flood of new, oftentimes divergent, ideas using hosting services like GitHub -- so why can’t governments? In this rousing talk Clay Shirky shows how democracies can take a lesson from the Internet, to be not just transparent but also to draw on the knowledge of all their citizens."
1024326,87,356,1,36,TEDGlobal 2012,Bahia Shehab,Bahia Shehab: A thousand times no,Artist and historian,A thousand times no,"Art historian Bahia Shehab has long been fascinated with the Arabic script for 'no.' When revolution swept through Egypt in 2011, she began spraying the image in the streets saying no to dictators, no to military rule and no to violence."
1030762,122,876,1,27,TEDGlobal 2012,Vicki Arroyo,Vicki Arroyo: Let's prepare for our new climate,Environmental policy influencer,Let's prepare for our new climate,"As Vicki Arroyo says, it's time to prepare our homes and cities for our changing climate, with its increased risk of flooding, drought and uncertainty. She illustrates this inspiring talk with bold projects from cities all over the world -- local examples of thinking ahead."
43155405,2290,1262,1,51,TEDGlobal 2012,Amy Cuddy,Amy Cuddy: Your body language may shape who you are,Social psychologist,Your body language may shape who you are,"Body language affects how others see us, but it may also change how we see ourselves. Social psychologist Amy Cuddy argues that ""power posing"" — standing in a posture of confidence, even when we don't feel confident — can boost feelings of confidence, and might have an impact on our chances for success. NOTE: Some of the findings presented in this talk have been referenced in an ongoing debate among social scientists about robustness and reproducibility. Read ""Criticisms & updates"" below for more details as well as Amy Cuddy's response."
788255,179,1142,1,22,TEDGlobal 2012,Jason McCue,Jason McCue: Terrorism is a failed brand,Lawyer,Terrorism is a failed brand,"In this gripping talk, lawyer Jason McCue urges for a new way to attack terrorism, to weaken its credibility with those who are buying the product -- the recruits. He shares stories of real cases where he and other activists used this approach to engage and create change."
983172,94,985,1,27,TEDGlobal 2012,Shimon Schocken,Shimon Schocken: The self-organizing computer course,"Computer Scientist, Educator",The self-organizing computer course,"Shimon Schocken and Noam Nisan developed a curriculum for their students to build a computer, piece by piece. When they put the course online -- giving away the tools, simulators, chip specifications and other building blocks -- they were surprised that thousands jumped at the opportunity to learn, working independently as well as organizing their own classes in the first Massive Open Online Course (MOOC). A call to forget about grades and tap into the self-motivation to learn."
943919,46,390,1,33,TEDGlobal 2012,Tim Leberecht,Tim Leberecht: 3 ways to (usefully) lose control of your brand,Business romantic,3 ways to (usefully) lose control of your brand,"The days are past (if they ever existed) when a person, company or brand could tightly control their reputation -- online chatter and spin mean that if you're relevant, there's a constant, free-form conversation happening about you that you have no control over. Tim Leberecht offers three big ideas about accepting that loss of control, even designing for it -- and using it as an impetus to recommit to your values."
1045703,62,1001,1,23,TEDGlobal 2012,John Maeda,"John Maeda: How art, technology and design inform creative leaders",Artist,"How art, technology and design inform creative leaders","John Maeda, former President of the Rhode Island School of Design, delivers a funny and charming talk that spans a lifetime of work in art, design and technology, concluding with a picture of creative leadership in the future. Watch for demos of Maeda's earliest work -- and even a computer made of people."
2352202,225,524,1,34,TEDGlobal 2012,Ruby Wax,Ruby Wax: What's so funny about mental illness?,Comedian and Mental Health Activist,What's so funny about mental illness?,"Diseases of the body garner sympathy, says comedian Ruby Wax -- except those of the brain. Why is that? With dazzling energy and humor, Wax, diagnosed a decade ago with clinical depression, urges us to put an end to the stigma of mental illness."
2106788,350,274,1,39,TEDGlobal 2012,Melissa Marshall,Melissa Marshall: Talk nerdy to me,Communications teacher,Talk nerdy to me,"Melissa Marshall brings a message to all scientists (from non-scientists): We're fascinated by what you're doing. So tell us about it -- in a way we can understand. In just 4 minutes, she shares powerful tips on presenting complex scientific ideas to a general audience."
725173,32,754,1,30,TEDGlobal 2012,Maurizio Seracini,Maurizio Seracini: The secret lives of paintings,Art diagnostician,The secret lives of paintings,"Art history is far from set in stone. Engineer Maurizio Seracini spent 30 years searching for Leonardo da Vinci's lost fresco ""The Battle of Anghiari,"" and in the process discovered that many paintings have layers of history hidden underneath. Should they be part of the viewing experience too?"
1495331,150,757,1,25,TEDGlobal 2012,Eddie Obeng,Eddie Obeng: Smart failure for a fast-changing world,Business Educator,Smart failure for a fast-changing world,"The world is changing much more rapidly than most people realize, says business educator Eddie Obeng -- and creative output cannot keep up. In this spirited talk, he highlights three important changes we should understand for better productivity, and calls for a stronger culture of “smart failure."""
539219,92,985,1,19,TEDGlobal 2012,John Wilbanks,John Wilbanks: Let's pool our medical data,Data Commons Advocate,Let's pool our medical data,"When you're getting medical treatment, or taking part in medical testing, privacy is important; strict laws limit what researchers can see and know about you. But what if your medical data could be used -- anonymously -- by anyone seeking to test a hypothesis? John Wilbanks wonders if the desire to protect our privacy is slowing research, and if opening up medical data could lead to a wave of health care innovation."
1272319,119,925,2,28,TEDGlobal 2012,Beau Lotto + Amy O'Toole,"Beau Lotto + Amy O'Toole: Science is for everyone, kids included","Neuroscientist, Artist","Science is for everyone, kids included","What do science and play have in common? Neuroscientist Beau Lotto thinks all people (kids included) should participate in science and, through the process of discovery, change perceptions. He's seconded by 12-year-old Amy O'Toole, who, along with 25 of her classmates, published the first peer-reviewed article by schoolchildren, about the Blackawton bees project. It starts: ""Once upon a time ... """
932024,127,1137,1,26,TEDGlobal 2012,Heather Brooke,Heather Brooke: My battle to expose government corruption,Journalist,My battle to expose government corruption,"Our leaders need to be held accountable, says journalist Heather Brooke. And she should know: Brooke uncovered the British Parliamentary financial expenses that led to a major political scandal in 2009. She urges us to ask our leaders questions through platforms like Freedom of Information requests -- and to finally get some answers."
695153,111,265,1,30,TEDGlobal 2012,Ryan Merkley,"Ryan Merkley: Online video -- annotated, remixed and popped","COO, Mozilla Foundation","Online video -- annotated, remixed and popped","Videos on the web should work like the web itself: dynamic, full of links, maps and information that can be edited and updated live, says Ryan Merkley. On the TED stage he demos Mozilla's Popcorn Maker, a web-based tool for easy video remixing."
813261,115,1023,1,22,TEDGlobal 2012,Pankaj Ghemawat,"Pankaj Ghemawat: Actually, the world isn't flat",Globalization researcher,"Actually, the world isn't flat","It may seem that we're living in a borderless world where ideas, goods and people flow freely from nation to nation. We're not even close, says Pankaj Ghemawat. With great data (and an eye-opening survey), he argues that there's a delta between perception and reality in a world that's maybe not so hyperconnected after all."
1965808,109,395,1,37,TEDGlobal 2012,Marco Tempest,Marco Tempest: A cyber-magic card trick like no other,Techno-illusionist,A cyber-magic card trick like no other,"The suits, numbers and colors in a deck of cards correspond to the seasons, moon cycles and calendar. Marco Tempest straps on augmented reality goggles and does a card trick like you've never seen before, weaving a lyrical tale as he deals. (This version fixes a glitch in the original performance, but is otherwise exactly as seen live by the TEDGlobal audience, including the dazzling augmented reality effects.)"
488481,58,866,1,26,TEDGlobal 2012,Sanjay Pradhan,Sanjay Pradhan: How open data is changing international aid,Development Leader,How open data is changing international aid,How do we make sure that development and aid money actually goes to the people who most need it? Sanjay Pradhan of the World Bank Institute lays out three guidelines to help relief efforts make the most impact -- while curbing corruption. One key: connecting the players who are working to change broken systems with the data they need.
674288,41,546,1,27,TEDGlobal 2012,David Binder,David Binder: The arts festival revolution,Theater producer,The arts festival revolution,"David Binder is a major Broadway producer, but last summer he found himself in a small Australian neighborhood, watching locals dance and perform on their lawns -- and loving it. He shows us the new face of arts festivals, which break the boundary between audience and performer and help cities express themselves."
4922118,782,380,1,44,TEDGlobal 2012,Candy Chang,Candy Chang: Before I die I want to ...,"Artist, designer, urban planner",Before I die I want to ...,"In her New Orleans neighborhood, artist and TED Fellow Candy Chang turned an abandoned house into a giant chalkboard asking a fill-in-the-blank question: ""Before I die I want to ___."" Her neighbors' answers -- surprising, poignant, funny -- became an unexpected mirror for the community. (What's your answer?)"
2324212,183,172,1,48,TEDGlobal 2012,Paolo Cardini,"Paolo Cardini: Forget multitasking, try monotasking",Designer,"Forget multitasking, try monotasking","People don't just cook anymore -- they're cooking, texting, talking on the phone, watching YouTube and uploading photos of the awesome meal they just made. Designer Paolo Cardini questions the efficiency of our multitasking world and makes the case for -- gasp -- ""monotasking."""
1063880,145,379,1,31,TEDGlobal 2012,Nina Tandon,Nina Tandon: Could tissue engineering mean personalized medicine?,Tissue engineering researcher,Could tissue engineering mean personalized medicine?,"Each of our bodies is utterly unique, which is a lovely thought until it comes to treating an illness -- when every body reacts differently, often unpredictably, to standard treatment. Tissue engineer Nina Tandon talks about a possible solution: Using pluripotent stem cells to make personalized models of organs on which to test new drugs and treatments, and storing them on computer chips. (Call it extremely personalized medicine.)"
917877,82,744,1,24,TEDGlobal 2012,Robin Chase,"Robin Chase: Excuse me, may I rent your car?",Transport networker,"Excuse me, may I rent your car?","A decade ago, Robin Chase founded Zipcar in the US, now the largest car-sharing company in the world. Now she's exploring the next level of car-sharing: Buzzcar, a French startup that lets people rent their own cars to others. The details are fascinating (how does insurance work, exactly?), and the larger vision (she calls it Peers, Inc.) points to a new definition of ownership and entrepreneurship."
1951290,200,690,1,30,TEDGlobal 2012,Karen Thompson Walker,Karen Thompson Walker: What fear can teach us,Novelist,What fear can teach us,"Imagine you're a shipwrecked sailor adrift in the enormous Pacific. You can choose one of three directions and save yourself and your shipmates -- but each choice comes with a fearful consequence too. How do you choose? In telling the story of the whaleship Essex, novelist Karen Thompson Walker shows how fear propels imagination, as it forces us to imagine the possible futures and how to cope with them."
1164723,169,608,1,26,TEDGlobal 2012,Ellen Jorgensen,"Ellen Jorgensen: Biohacking -- you can do it, too","Biologist, community science advocate","Biohacking -- you can do it, too","We have personal computing -- why not personal biotech? That's the question biologist Ellen Jorgensen and her colleagues asked themselves before opening Genspace, a nonprofit DIY bio lab in Brooklyn devoted to citizen science, where amateurs can go and tinker with biotechnology. Far from being a sinister Frankenstein's lab (as some imagined it), Genspace offers a long list of fun, creative and practical uses for DIY bio."
987709,210,186,1,41,TEDGlobal 2012,Lee Cronin,Lee Cronin: Print your own medicine,Chemist,Print your own medicine,"Chemist Lee Cronin is working on a 3D printer that, instead of objects, is able to print molecules. An exciting potential long-term application: printing your own medicine using chemical inks."
1642461,342,733,1,32,TEDGlobal 2012,Keith Chen,Keith Chen: Could your language affect your ability to save money?,Behavioral economist,Could your language affect your ability to save money?,"What can economists learn from linguists? Behavioral economist Keith Chen introduces a fascinating pattern from his research: that languages without a concept for the future -- ""It rain tomorrow,"" instead of ""It will rain tomorrow"" -- correlate strongly with high savings rates."
699088,145,1187,1,29,TEDGlobal 2012,Andreas Schleicher,Andreas Schleicher: Use data to build better schools,Education surveyor,Use data to build better schools,"How can we measure what makes a school system work? Andreas Schleicher walks us through the PISA test, a global measurement that ranks countries against one another -- then uses that same data to help schools improve. Watch to find out where your country stacks up, and learn the single factor that makes some systems outperform others."
1058569,135,595,1,28,TEDGlobal 2012,Catarina Mota,Catarina Mota: Play with smart materials,Maker,Play with smart materials,"Ink that conducts electricity; a window that turns from clear to opaque at the flip of a switch; a jelly that makes music. All this stuff exists, and Catarina Mota says: It's time to play with it. Mota leads us on a tour of surprising and cool new materials, and suggests that the way we'll figure out what they're good for is to experiment, tinker and have fun."
1203901,210,754,1,28,TEDGlobal 2012,Laura Snyder,Laura Snyder: The Philosophical Breakfast Club,Science historian,The Philosophical Breakfast Club,"In 1812, four men at Cambridge University met for breakfast. What began as an impassioned meal grew into a new scientific revolution, in which these men -- who called themselves “natural philosophers” until they later coined “scientist” -- introduced four major principles into scientific inquiry. Historian and philosopher Laura Snyder tells their intriguing story."
10281817,309,968,1,32,TEDGlobal 2013,Raffaello D'Andrea,Raffaello D'Andrea: The astounding athletic power of quadcopters,Autonomous systems pioneer,The astounding athletic power of quadcopters,"In a robot lab at TEDGlobal, Raffaello D'Andrea demos his flying quadcopters: robots that think like athletes, solving physical problems with algorithms that help them learn. In a series of nifty demos, D'Andrea show drones that play catch, balance and make decisions together -- and watch out for an I-want-this-now demo of Kinect-controlled quads."
741720,280,1206,1,28,TEDGlobal 2013,George Papandreou,George Papandreou: Imagine a European democracy without borders,Former Prime Minister of Greece,Imagine a European democracy without borders,"Greece has been the poster child for European economic crisis, but former Prime Minister George Papandreou wonders if it's just a preview of what's to come. “Our democracies,"" he says, ""are trapped by systems that are too big to fail, or more accurately, too big to control” -- while ""politicians like me have lost the trust of their peoples."" How to solve it? Have citizens re-engage more directly in a new democratic bargain."
1908577,154,800,1,27,TEDGlobal 2013,Daniel Suarez,Daniel Suarez: The kill decision shouldn't belong to a robot,Sci-fi author,The kill decision shouldn't belong to a robot,"As a novelist, Daniel Suarez spins dystopian tales of the future. But on the TEDGlobal stage, he talks us through a real-life scenario we all need to know more about: the rise of autonomous robotic weapons of war. Advanced drones, automated weapons and AI-powered intelligence-gathering tools, he suggests, could take the decision to make war out of the hands of humans."
1492163,339,856,1,33,TEDGlobal 2013,Manal al-Sharif,Manal al-Sharif: A Saudi woman who dared to drive,Women’s rights activist,A Saudi woman who dared to drive,"There's no actual law against women driving in Saudi Arabia. But it's forbidden. Two years ago, Manal al-Sharif decided to encourage women to drive by doing so -- and filming herself for YouTube. Hear her story of what happened next."
1361404,161,1021,1,22,TEDGlobal 2013,Didier Sornette,Didier Sornette: How we can predict the next financial crisis,Risk economist,How we can predict the next financial crisis,"The 2007-2008 financial crisis, you might think, was an unpredictable one-time crash. But Didier Sornette and his Financial Crisis Observatory have plotted a set of early warning signs for unstable, growing systems, tracking the moment when any bubble is about to pop. (And he's seeing it happen again, right now.)"
630822,114,573,1,30,TEDGlobal 2013,Juliana Rotich,"Juliana Rotich: Meet BRCK, Internet access built for Africa",Tech entrepreneur,"Meet BRCK, Internet access built for Africa","Tech communities are booming all over Africa, says Nairobi-based Juliana Rotich, cofounder of the open-source software Ushahidi. But it remains challenging to get and stay connected in a region with frequent blackouts and spotty Internet hookups. So Rotich and friends developed BRCK, offering resilient connectivity for the developing world."
2140135,311,1283,1,34,TEDGlobal 2013,Joseph Kim,Joseph Kim: The family I lost in North Korea. And the family I gained.,North Korean refugee,The family I lost in North Korea. And the family I gained.,"A refugee now living in the US, Joseph Kim tells the story of his life in North Korea during the famine years. He's begun to create a new life -- but he still searches for the family he lost."
